16 put user2382277743992889674
21 scan user5609707483556036192 26
21 scan user5541490350826607692 31
20 scan user950012794222355220 70
17 scan user7240399291795516936 34
21 scan user1052080145084024105 20
15 scan user7656174287396038956 73
17 scan user737039726628473228 97
18 scan user8622818065285993628 56
21 scan user2136116578335570768 20
19 scan user4519582953590110216 62
15 scan user1938592154198905665 83
18 scan user2787712083772790252 11
20 scan user4322185822828415270 23
18 scan user5922510451434784551 93
14 scan user6356420808445712603 46
16 scan user4794971833813390679 9
19 scan user6977077347561145289 80
16 scan user3642199094482780376 13
16 scan user7713550455416173395 93
14 scan user5248546569523785916 97
19 scan user109848214894033878 46
17 scan user3663183664608412892 14
17 scan user4980091567365519237 23
16 scan user97205665048786440 66
19 scan user3256345974437496669 58
14 scan user6224353822058372579 94
17 scan user1991820165197284587 60
19 scan user3237728412485383015 43
16 scan user6855024408993427376 46
17 scan user4642025507910746925 40
14 scan user8639676413904498911 47
19 scan user5340208821117009881 93
16 scan user9221418083710133133 36
17 scan user3937363046541281847 28
14 scan user2410043892240271770 32
16 scan user1494941889042001927 70
17 scan user3759943649488451618 65
14 scan user4617714927522597791 86
19 scan user8179497628127690669 60
16 scan user1715881569930807261 90
19 scan user2703956793851021800 10
14 scan user132065790651460387 24
18 scan user2223388723097801761 96
19 put user7130355073289144023
14 put user1321717790943705272
19 scan user412806044016477765 77
14 scan user5678135897151127337 9
16 scan user2136720546007817972 28
14 scan user5360975076024800514 87
16 scan user2481829677436446329 97
18 scan user7398111131514615398 72
19 scan user4848666264759265962 69
18 scan user8845084165121223955 57
14 scan user375441362515534113 7
20 scan user1831203292307155099 19
14 scan user4655947462019654386 40
20 scan user8905452552106760758 23
19 scan user808704573219950379 57
14 scan user2136116578335570768 1
20 scan user550150534273792714 78
14 scan user1055428090861169007 34
15 scan user3218755123721526823 34
14 scan user6604400839060107709 96
19 scan user3830635412473487040 88
15 scan user7726808790229365823 7
15 scan user182227713412674955 92
18 put user939125430881195129
18 scan user7782183102711662450 21
19 scan user7312266800260637796 30
18 scan user7022064605590954444 28
17 scan user3820590003315298133 20
16 scan user3642199094482780376 10
19 scan user2859305452564264687 7
21 scan user4248386364798705113 98
19 scan user6250505202918226197 47
20 scan user6394515795218018355 68
19 scan user3154751398293596894 80
18 put user8250918260688184178
20 scan user913420925925968862 18
18 scan user6216788505681215631 60
20 scan user3187713327142007614 54
19 scan user6032732868697563427 55
18 scan user2381013377022528885 27
20 scan user4910958747312207751 38
16 scan user7391448992770651664 69
18 scan user3462231962897415860 14
19 scan user2847667347664025774 70
18 scan user4712465202867614394 48
20 scan user2136116578335570768 80
16 scan user8705876802746726050 32
18 scan user2136116578335570768 33
20 put user27043936933228683
19 scan user6508946157256870765 25
18 scan user3019783342033739319 85
20 scan user7312542375630188234 95
16 scan user4539537179957592448 4
19 scan user8998695682146336943 71
16 scan user1137146200608019376 97
20 scan user4705660117404482329 50
21 scan user2032117277909312586 21
18 scan user5922736620649810745 43
21 scan user1341697916124329263 62
16 scan user5101049048026194000 100
20 scan user4332336462596932963 6
18 scan user3178112402416686784 99
20 put user1865277288182662404
20 scan user5658710269957218757 95
16 scan user2136116578335570768 92
21 scan user2864070966380719395 29
21 scan user4579838255968133922 14
16 scan user2704095777271676656 83
18 scan user7009422055745707006 19
21 scan user6245372144994331165 26
20 scan user632988565044923979 22
18 scan user456121274507049887 13
21 scan user5937996811000840985 1
18 scan user4848666264759265962 22
20 scan user3937396799351607917 14
17 scan user6620593996556143758 53
20 scan user518560594477830843 93
16 scan user380492697170482844 71
17 scan user4921345801764695223 86
16 scan user9172076043486411277 37
20 scan user7840093332430795578 16
20 scan user97205665048786440 3
20 scan user7300320802876426388 74
16 scan user197714072978731389 72
17 put user395565933642237997
17 scan user4190923010984199336 14
17 scan user8150586552287733630 6
17 scan user6823239661321006107 88
16 put user4988468912282984586
20 scan user2136116578335570768 60
16 scan user317269638944294520 94
20 scan user8341008252827074859 65
17 scan user3117825738700096282 58
16 scan user4539197926135053157 95
20 scan user1478530416328123995 55
17 scan user1360202393468929820 80
20 scan user7809086860488356640 44
16 scan user6803033366925355922 49
20 scan user5948749018089009507 48
17 scan user7929094764883972159 87
16 scan user7481201230313914616 16
20 scan user5496608323407127323 49
16 scan user3525118158772824167 2
16 scan user6604400839060107709 27
16 scan user2628296855175887961 67
20 scan user8709004041834269795 100
15 scan user8392174620533297952 47
14 scan user5271129297916893475 47
16 scan user6717824364682192320 91
15 scan user1018810323751640890 18
14 scan user543679240107774903 29
15 scan user2174676549359468868 79
20 scan user3670657831892685027 34
14 scan user4322185822828415270 26
20 scan user4559860522259269205 81
14 scan user6178272541817424287 66
16 scan user6005014690908801562 49
15 scan user7077299934652596215 45
20 scan user9109331222503417100 16
14 scan user994586929157863094 27
16 scan user3623547779720340652 30
15 put user3123266689107963809
20 scan user4304872744308098325 9
15 scan user543679240107774903 48
20 scan user815743681895292949 79
14 scan user8644470218005854652 90
16 scan user5849578846401187337 1
16 scan user5101049048026194000 8
15 scan user5706267198034190483 49
16 scan user2314399865086000465 95
20 scan user2271058735782286584 27
15 scan user4783351773729109214 43
14 scan user5609707483556036192 21
20 scan user4798951217902678745 13
14 put user6871404520368738512
15 scan user7422258265364871930 58
16 scan user6197144563269465168 64
14 scan user805503464860644644 38
14 put user2957655741714594145
14 scan user7752258835684664863 68
17 scan user5222768195296797659 36
18 scan user2726061285000935212 73
16 scan user2546802523172304512 33
17 scan user4561302417284966569 13
16 scan user5990944327555300733 78
17 scan user3743776390805557328 39
14 scan user6976817425535793025 56
18 scan user5069038131138746537 33
17 scan user7943828747533188021 38
18 scan user3642199094482780376 75
14 scan user8691554371365057268 11
17 scan user4848666264759265962 85
14 scan user399994585107912688 4
14 scan user4876689943560241048 82
17 scan user3703701484010042048 30
18 scan user5534538427945636460 61
17 scan user3642199094482780376 68
14 scan user567429859983783589 59
17 scan user4970914011203443273 22
18 scan user6400103583043725049 63
17 scan user6176717562184213826 96
14 scan user6659102106422750791 32
18 scan user5457758568246221725 30
17 scan user6179757615477386233 80
14 scan user5996945238475308708 80
18 scan user1558135977401382729 95
17 scan user648087700329820891 86
14 scan user2634182290016623565 9
14 scan user7002829822974991787 67
18 scan user9050608964243975571 43
17 scan user2288695360130774198 63
14 scan user3476302326250916689 66
18 scan user4316737018423363432 10
18 scan user4282655168550671816 96
17 scan user4688267707086978357 62
14 scan user8792029026484676147 1
14 scan user835274539699530315 66
17 put user3940792715587373050
17 scan user8307690461036071413 8
18 scan user7994183086699102713 81
17 scan user5101049048026194000 50
14 scan user7902750967619418417 15
17 scan user7115063521599546987 77
14 scan user2136116578335570768 40
14 scan user5525305047327755954 20
18 scan user2321852096855644316 10
18 scan user7112458526915304145 5
14 scan user6120257081487962373 59
18 scan user895784301577481248 30
17 scan user8291918280631520956 71
18 scan user5941822994021180034 51
14 scan user8697386373221747604 15
14 scan user5609707483556036192 52
17 scan user3440348178437103605 80
18 scan user5375480497987230908 9
18 scan user5524437194331643011 3
18 scan user9084803898724180284 87
14 scan user4630973262335790219 93
17 put user5520811281713188397
17 scan user320374942517209981 46
18 scan user5427766786717734897 27
14 scan user1341697916124329263 92
17 scan user3198457680232991825 51
18 scan user1248560016695081864 8
18 scan user1890816910904092056 68
14 scan user2462066295646910020 90
17 scan user8661415752418731273 94
18 scan user6262643616707137729 39
18 scan user32230427841168983 94
14 scan user3056532238566737981 28
17 scan user6977832115949745135 23
17 scan user2481829677436446329 94
14 scan user2474682946679015699 66
18 scan user1184147131471364129 61
14 scan user531393988901024204 93
17 scan user5135577773803512967 100
18 scan user5729263049521599323 44
14 scan user2474351546853660719 56
18 scan user6619686928224279708 23
17 put user1469636289532782780
14 scan user1099521597081723460 68
17 scan user1479318937527049911 80
18 scan user6880706978434025359 68
17 put user5383385068186927147
14 put user4207668274995191522
17 scan user5529431268834883187 93
18 scan user8424324520841400271 65
14 scan user2873419823077872272 88
17 scan user97205665048786440 2
17 scan user3882101818666498317 35
14 scan user9176122933196351483 68
17 scan user2241915135957030602 23
17 scan user4322185822828415270 81
14 scan user6957292030256980696 47
14 put user8902217690937128953
21 scan user6130155653228312113 69
14 scan user2136116578335570768 55
19 scan user3369348522968095688 20
17 scan user8512069440321400374 76
14 scan user5658158163442262620 68
19 scan user9131913950896524659 95
21 scan user154283366408886896 49
17 scan user2998044003519506957 52
14 scan user3173621028273878501 42
21 scan user8005201579463733349 21
19 scan user1462232028221759160 52
14 scan user5101049048026194000 77
17 scan user4085281545130359355 95
21 scan user1678143881796998248 11
21 scan user6696474641920878754 79
19 scan user2975492636464966194 70
14 scan user4540097140469732896 41
14 scan user6223485969062259636 36
17 scan user8770176603362930688 50
21 scan user3864604177738665559 95
19 scan user8780589556628559919 53
14 scan user4848666264759265962 68
18 scan user4322291053438744056 93
16 scan user8940767407611246367 76
15 scan user3916825352320276682 37
14 scan user1987078158722212364 33
20 scan user5459746342266615564 3
20 scan user4322185822828415270 39
15 scan user6041966249315443933 49
20 scan user6796723127825471439 16
14 scan user181302600264853457 72
20 scan user2655166860142256081 71
16 put user7652205157656531576
16 scan user9089124928107766915 53
15 scan user4028934149041620999 14
15 scan user324868708131777538 96
14 scan user4780124766556661720 31
16 scan user4841488172663268536 6
20 scan user6540649181660345733 5
16 scan user2187100783986874423 82
20 scan user3403144552002293281 100
14 scan user3642199094482780376 15
14 scan user7463347862574339320 34
14 scan user6198067284945527392 68
15 scan user7397142011206687144 72
16 scan user2372975285927602827 25
20 scan user5609707483556036192 76
16 scan user6604400839060107709 15
16 scan user8240898750343137030 53
14 scan user3548560886164860358 33
15 scan user8143360489733115973 17
20 scan user7038452570963449891 93
15 scan user891463272193894617 72
16 scan user2136116578335570768 58
14 scan user6995160847814260254 20
16 scan user4322185822828415270 22
14 scan user4605511399584793393 4
16 scan user2450001751129760478 80
14 scan user5609707483556036192 75
15 scan user3670657831892685027 32
20 scan user3427319976137450846 33
14 scan user5609707483556036192 50
15 scan user1751075486830595462 5
20 scan user8463369083878765267 31
15 scan user5723349324395962686 20
14 scan user3599211300519049759 71
16 scan user7687033921920638727 50
15 scan user4560307398163896556 8
20 scan user2547362483684444960 27
15 scan user3642199094482780376 1
15 scan user3846600009282737621 88
20 scan user40302271746421111 89
16 scan user5536467986038466483 14
14 put user8533695694228119639
16 scan user1237289455902283275 39
14 scan user4876316936927375687 33
16 scan user7741095896973954334 3
15 scan user6636414147419314446 29
14 scan user7103646123388909231 84
16 scan user8719409141102714715 61
20 put user4721593352875166114
20 scan user3904545563638951020 87
15 scan user6178272541817424287 24
15 scan user4910958747312207751 46
14 scan user5101049048026194000 46
16 scan user8815952382591665759 50
15 scan user8511851125103558491 22
20 scan user2481829677436446329 91
14 scan user2136116578335570768 58
15 scan user8040516434968218958 75
14 scan user7169925844028323397 99
16 scan user8176491327644844332 84
20 scan user7696106247472385905 6
20 scan user3642199094482780376 17
20 scan user3091294987556267453 58
15 scan user5850730128764035029 80
16 scan user2136116578335570768 9
16 scan user9007746072183455837 20
20 scan user92545381842660518 26
19 scan user6289946279929839039 4
16 scan user4650698928016486983 42
19 scan user2605824819918534225 68
20 scan user7291865697988528213 71
15 scan user1262287162927529927 35
16 scan user5573080290622569563 71
15 scan user4062033625614782562 85
19 scan user342063919101062838 66
20 scan user1678143881796998248 1
20 put user4740010644425395333
16 scan user8273161735258752446 31
20 scan user7902750967619418417 99
21 scan user3579228104284760005 48
16 scan user8494067663337231710 61
15 scan user315493952621482902 55
21 scan user505828467366452793 92
20 scan user5847050783161535147 68
16 scan user8551510517333013216 98
15 scan user4322185822828415270 43
15 scan user5338505432239206052 80
20 scan user2136116578335570768 2
20 scan user7152962264799489328 72
19 scan user704069943782878197 19
19 scan user2766840598254670833 76
16 scan user527267767393896971 35
20 scan user5607801432804588654 95
16 scan user8475598510629711424 44
20 scan user7633704643610444494 4
20 scan user5004094255269695876 7
16 scan user2590533268228937189 64
20 scan user4883500491548798150 88
15 scan user3454166473762436481 76
16 scan user914427762342736661 63
20 scan user2958636679318220185 56
15 scan user3861897915742607406 27
16 scan user3282520862638732772 13
16 scan user1427737055254766263 91
20 scan user6702979688897222635 62
19 scan user16746459746871823 6
19 scan user4343391099643648943 41
19 scan user7615734227964842626 39
21 scan user7274000512953255131 77
15 put user688835652244989716
15 scan user4380900227090672488 5
14 scan user6652404643041706786 35
15 put user7515503786876207389
15 scan user9084746638572471729 21
14 scan user6596583454654782808 92
21 scan user5575651532496486335 91
18 scan user3683497581086151137 74
19 scan user7038452570963449891 41
19 scan user3085902007607020157 11
19 scan user7038452570963449891 72
18 scan user3200671623468411858 35
14 scan user6626839121507135375 30
19 scan user8390633722417531464 55
14 scan user8828559607799832926 7
18 scan user7022064605590954444 13
14 scan user5101301116054361953 88
18 scan user1036121010800198561 83
19 scan user97205665048786440 18
19 scan user4209058372394605368 95
14 scan user4355252982287154776 45
18 scan user1561150131881413377 42
14 scan user4412238098858466406 30
18 scan user6724750388750021793 58
19 scan user2127258604703151998 31
20 scan user3540604518338880601 78
19 scan user7902750967619418417 26
19 scan user6103259749448802234 78
18 scan user9176651532369925135 32
20 scan user3488544398823402806 99
18 scan user1055428090861169007 24
18 scan user8760917323931908423 53
19 scan user4130163572549839724 58
18 scan user8833471959034126801 78
19 scan user7022064605590954444 25
20 scan user6523242689825397788 58
19 scan user1126093955033062670 46
18 scan user1169435084336776551 19
20 scan user1879538496114109156 19
18 scan user6162307945008173706 57
20 scan user2136116578335570768 56
17 scan user8465962261267310323 44
20 scan user416185351132189463 5
20 scan user8183635666930515688 61
17 scan user5549559803260100546 42
20 scan user621263274350313728 18
17 scan user7863341251946372371 55
20 scan user9159125601157191344 26
20 scan user5169405164176277356 33
17 scan user4575712034461006689 10
17 scan user8896219171488880252 84
20 scan user7428765703812975085 3
20 scan user1339765966559739966 31
20 put user3812027276345311898
20 scan user5906803385179126960 21
17 scan user4705880824094083486 21
20 scan user1868039374634525099 19
17 put user1946825053170291121
20 scan user5697673109725637452 72
17 scan user6554272669109219211 37
17 scan user3101195950768376467 21
20 scan user6575225877896284931 10
17 scan user521687833565374588 68
20 scan user2528492853704163353 7
20 scan user8029684896082863409 13
20 scan user5101049048026194000 22
20 scan user8115416142729327914 20
17 scan user5548747774719792145 18
17 scan user2136116578335570768 27
20 scan user3891142782879678699 38
17 scan user6100988546061673646 47
18 scan user3986347788126506964 91
20 scan user1493238500164198098 68
17 scan user3642199094482780376 59
17 scan user3349702189084585951 29
18 put user8047846156306411200
14 scan user4322185822828415270 60
21 scan user5273456325759826605 26
15 scan user8372492962012707944 45
16 scan user3335266673095404072 14
21 scan user5636524055538359044 37
14 scan user2136116578335570768 91
16 scan user1012783514018491156 86
15 scan user7193150256202517705 92
21 scan user1369014796995324734 19
14 scan user4168348136588276088 30
18 scan user3959354453083682162 16
14 scan user1869264526269134781 76
18 scan user623390031791362423 96
16 scan user2136116578335570768 81
15 scan user9178775898339214556 29
16 scan user6927282968907371045 82
15 scan user8103950774060069927 21
15 scan user7779722553973499501 40
18 scan user8055581817442789800 92
14 scan user7719104490431554019 62
16 scan user1504907966403003807 71
15 scan user3755979918743361726 20
15 scan user7613520284729422593 18
17 scan user8973998013607878475 24
15 scan user3670657831892685027 94
14 scan user1491935588559155590 95
17 scan user2136116578335570768 8
17 scan user4705960155891270513 53
17 scan user2248614990809833881 77
14 scan user5415594620118497295 42
15 scan user6223041484629391559 86
14 scan user6441820655266822128 28
17 scan user6305879515400522824 31
14 scan user6389942697806263771 15
14 scan user6385929560906649635 7
17 scan user4815370544613740988 56
15 scan user2887190147944584917 35
14 scan user6604400839060107709 26
14 scan user8563122723420110370 11
15 scan user294692373076611998 4
15 scan user8622145020166340083 49
14 scan user6178272541817424287 26
17 scan user4117521022704592286 99
14 scan user6982770365997180769 82
15 scan user116327363057236000 93
17 scan user753890221249794200 72
14 put user4134097377652266833
18 scan user1111693763680961062 36
14 scan user3642199094482780376 49
14 put user826261865771250966
14 scan user6103259749448802234 4
18 scan user2232794839946663193 75
14 scan user8627756315333429262 73
17 scan user2136116578335570768 67
17 scan user7351707877272250638 26
17 scan user6903806488705008784 22
14 scan user7594294927937398448 93
18 scan user4075462305187196642 69
17 scan user3917794472628204936 10
17 put user4344369645775515709
17 scan user2136116578335570768 70
18 put user6236690870891406796
18 scan user3140382568280062082 17
17 scan user8511622564416773023 13
20 scan user8186310567588007045 18
18 scan user4019561785003085637 45
17 scan user5354714243079440275 35
19 scan user5936098614246577758 53
14 scan user2605824819918534225 97
18 scan user5393091223522576763 74
19 put user8296304424164000453
19 scan user5444478297918401013 4
19 scan user5803949904590291433 4
19 scan user6103259749448802234 88
18 scan user1974514940674151953 88
14 scan user5517189196262397070 63
19 scan user2539852991763092554 49
14 scan user2536783012827257364 42
19 scan user4758763226499650368 76
18 scan user94361855327977444 75
20 scan user70553975300260203 39
15 scan user3694994311093975920 63
16 scan user2337225371814187653 21
21 scan user5609707483556036192 47
14 scan user969833436163600084 62
20 scan user5486423930828283560 26
19 scan user6020421718677670969 85
16 scan user4322185822828415270 50
20 scan user1341697916124329263 75
16 scan user6604400839060107709 66
19 scan user3642199094482780376 5
16 put user3031226639057518834
20 scan user61846802384194075 25
19 scan user8777436418727874415 32
16 scan user2136116578335570768 20
15 scan user335024810425720268 10
16 scan user5234598716601736696 95
20 scan user8016426561269670981 21
15 scan user2136116578335570768 42
19 scan user4178393545746464995 49
15 scan user7237498221922999385 2
20 scan user7665294583406406365 77
15 scan user7881432606196671647 26
19 scan user8421080233847829954 22
15 scan user4322185822828415270 57
16 put user7725776054999456265
15 scan user4888075980432312008 30
16 scan user7539146784670128015 26
20 scan user4914864262129733827 76
19 scan user1449394670500052324 36
16 scan user2187100783986874423 78
15 scan user94921815840117892 41
19 scan user7937915022407551384 2
19 scan user6719049516316802002 29
15 scan user6356420808445712603 84
20 scan user1497993759630872120 43
19 put user8828646793594204264
16 scan user7786091009000947800 56
19 scan user851827387305822377 51
20 scan user2034130950742848184 66
15 scan user4371080987147509775 38
16 scan user5020587451252520109 73
19 scan user1790781277691916217 44
20 scan user5609707483556036192 16
20 scan user967903878070770061 50
15 scan user5981119625086712983 99
19 scan user8692592569120391863 82
16 scan user989674577923569219 43
20 scan user1580353553158809238 15
20 scan user3387211316531609496 90
16 scan user8841931027220538451 86
15 scan user2136116578335570768 89
19 scan user7593742821422442311 59
19 scan user8525796586553848437 55
15 scan user2459165225774392469 95
20 scan user3432206428558602962 25
16 scan user4161755903817560869 54
17 scan user5481874340757911461 24
19 scan user4766719594325630125 79
14 scan user6355221555624244680 82
21 scan user7889093727360218869 83
16 scan user4322185822828415270 24
15 scan user8924908041412324572 47
16 scan user577534920765440325 51
14 scan user4438319573745071509 44
15 scan user3457961295444208734 47
21 scan user4358682651333245979 4
14 scan user5609707483556036192 95
16 scan user27270106148254877 90
21 scan user8490411825076114313 62
15 scan user6169426385480703303 60
14 scan user7510783852046613638 18
21 scan user4853239362171020546 43
16 scan user6604400839060107709 100
14 scan user5883555465663550167 79
15 scan user2016630918343256152 85
21 put user7357254058290446951
21 scan user6664821023671928030 55
16 scan user4080182240016790393 93
14 scan user4315593590057700051 51
15 scan user4119979179970995961 90
21 scan user7366213299234681032 100
14 scan user5378198577278986847 51
16 scan user3994222432683540420 62
15 scan user818970689067740443 12
15 scan user1455760734055741349 84
14 scan user2136116578335570768 19
14 scan user4322185822828415270 95
16 scan user7025607359244558744 10
16 scan user9222424920126900932 3
21 scan user4211103406566707762 98
16 scan user230755333624329136 52
15 scan user4393542776935919926 90
14 scan user377890093957999276 17
14 scan user8791641802203516625 59
16 scan user5036885839358884944 28
16 scan user6103259749448802234 39
21 scan user4756008994044971984 5
21 scan user119562224226867805 60
20 scan user7621840369495179387 65
18 scan user7555892048681120201 25
17 scan user4871102155734534354 78
18 scan user6604400839060107709 83
21 scan user163997375741720823 44
20 scan user5773698201036452341 57
18 scan user5921090491923715471 22
17 scan user6178272541817424287 94
21 scan user1749061813997059864 58
18 scan user6311264641352585809 81
14 scan user4322185822828415270 74
21 scan user2189924093888959148 38
14 scan user6086483124099243252 40
17 put user1142197535262968107
18 scan user2451014050071953314 56
21 scan user1444261612576157292 63
17 scan user7779838030052771872 5
17 scan user874879063249035759 87
18 scan user4435462511032660714 44
21 scan user2788158959677417603 71
15 scan user2421687459665935720 65
18 scan user5602750098149639923 87
17 scan user653754819952714612 77
21 scan user9110564228135211093 52
16 scan user4964547947647754248 91
15 scan user7906990273734058747 22
17 scan user1887550688395893455 11
17 put user5193372527443373724
15 scan user7038452570963449891 96
17 scan user653607982534875445 87
21 scan user8534846976590967331 97
16 scan user5828091575915122928 16
16 scan user4806047586729729870 69
17 scan user2136116578335570768 9
17 scan user3677835923988682453 35
21 scan user4322185822828415270 57
17 scan user401112114660434310 22
15 scan user1895584816192306038 23
16 put user5049032107144980787
21 scan user2550345276825908812 79
17 scan user3265412837463818810 80
16 scan user2858572755821143313 29
15 scan user6663083881983798131 41
16 scan user610909972708152326 65
15 scan user6679747422725844016 95
21 scan user1655813221432058642 87
17 scan user21990210806520678 40
16 scan user4272170737485039869 15
17 scan user2136116578335570768 77
16 scan user6178272541817424287 65
15 scan user8632337266742368157 36
16 scan user4264319600269388898 46
17 scan user2778452804341767987 29
15 scan user564324556410868128 68
17 scan user2721740255617348581 78
16 scan user8905704620134928711 73
15 scan user6489633614670475282 99
17 scan user2695840942785662916 3
17 scan user9150726320725097711 98
16 scan user4140211373179787905 46
16 scan user390619829597618052 69
15 scan user7478194929831068279 14
17 scan user2271950096119782012 73
15 scan user5101049048026194000 29
16 scan user4373426059806400353 80
15 scan user947030001080891368 92
17 scan user1925563951899252906 74
16 scan user3413809573296090465 67
15 scan user779537466053311912 44
17 scan user5609707483556036192 5
15 scan user5511043839396309202 86
17 scan user6359907737643512361 5
17 scan user7312850268114160729 54
16 scan user5917069501026917024 25
16 scan user2786707638827781727 65
17 scan user5006630172506532377 65
15 scan user776780842126874254 59
16 put user2070180903343051542
16 scan user2544483349326555693 90
17 scan user2622036022230527722 52
15 scan user5691980091289601972 4
15 scan user3267229310949135736 83
17 scan user1566614589630663389 38
16 scan user3981685113448621768 11
15 scan user2136116578335570768 26
16 scan user8940767407611246367 46
17 scan user367737062717722309 11
15 scan user6977832115949745135 71
17 scan user3267203412135993977 91
18 scan user7729489153412282217 8
16 scan user8447183780379913529 48
17 scan user6004115476574121823 89
18 scan user1186935116736368583 18
15 scan user7117565686026057418 82
18 scan user4339067678788303038 94
16 scan user1919587504096482677 19
16 scan user5591058560265355742 19
17 scan user1133937238251529330 38
16 scan user3642199094482780376 41
15 scan user661792911047640670 95
18 scan user2605824819918534225 39
17 scan user7347045202594365442 96
16 scan user8343305355027345206 66
18 scan user3162042574997107417 57
16 scan user272613780739840345 42
15 scan user918585345188430690 62
17 scan user2136116578335570768 82
18 scan user1029610501298429643 91
17 scan user5080314154456970163 20
15 scan user5915818450579165583 2
15 scan user4661224965889629311 65
17 put user3935383126518072319
17 scan user2517887484033833998 35
18 scan user3642199094482780376 29
18 scan user5536218309482057804 83
17 scan user97205665048786440 31
15 scan user3484110284832303078 2
15 scan user4322185822828415270 67
17 scan user5609707483556036192 67
15 scan user5272783280640173060 69
18 scan user5256703207751650108 89
17 scan user2865442955433168244 5
17 scan user2136116578335570768 2
17 scan user356458647927739409 17
15 scan user2918633250322707621 97
17 scan user4431701442161214531 45
18 scan user4431588357553701434 56
17 scan user4403004718240585900 82
18 scan user7873833537009188629 99
15 scan user4239006146762985440 48
17 scan user5361111667973696096 87
15 scan user7860323134167828248 98
18 scan user3115732734069373657 81
17 scan user2742277949838353746 42
18 scan user1012110468898837611 51
15 scan user5609707483556036192 66
17 scan user803905306593169601 47
15 scan user5635940587684836111 98
14 scan user7070486995192279839 59
17 scan user490957892768341349 22
17 scan user5538368574264488984 17
17 scan user7726474998932251569 64
14 scan user2366621039667611588 31
15 scan user1122827732524864069 81
14 scan user6754585078510888768 17
17 put user4516689737714776976
14 scan user428683455031357008 96
17 scan user5410096409558921213 91
15 scan user5281929475463682228 99
14 scan user6093432655508455210 34
17 put user8430438516368921343
17 scan user3639627852608863604 30
15 scan user5101049048026194000 18
14 scan user8858260776665470082 97
15 scan user5041019914863196488 68
17 scan user3866923351584414378 67
20 put user6605212867600416110
17 scan user6299626536452346896 51
16 scan user7405063054395586630 57
14 scan user5272751919301606264 73
19 scan user2136116578335570768 87
20 scan user2136116578335570768 21
20 put user5055946313917112474
20 scan user6604400839060107709 95
14 scan user8748300672899802744 33
19 scan user6094439491925223009 77
14 scan user3642199094482780376 4
14 scan user7209895520213509891 70
16 scan user3852519196933799295 5
16 scan user1738569528934243606 62
20 scan user7361493364405087281 89
19 scan user1341697916124329263 28
14 scan user2136116578335570768 17
14 scan user2340265425107360060 45
19 scan user3094748163943741141 36
16 scan user5115484564015375879 65
19 scan user186214951499147332 48
14 scan user3882661779178638765 100
20 scan user5978110933132107372 13
16 scan user4017516750830983243 31
20 scan user7251872514461959234 98
19 scan user6422208074193638461 79
16 scan user174789699291325265 93
14 scan user5304260135828621834 78
19 scan user8617206770118904449 23
20 scan user1466139934511044510 42
19 scan user247582320904267623 54
16 scan user4607165382308072978 30
20 scan user5609707483556036192 89
14 scan user6604400839060107709 62
16 scan user4102586769653491989 90
14 scan user7994709294400917091 65
21 scan user1201640809100683412 99
20 scan user5943915998651902659 30
20 scan user8850890268164772532 27
14 scan user3470577946476314413 43
16 scan user8746287000066267146 40
20 scan user5981451024912067963 85
16 scan user5609707483556036192 26
14 scan user5635940587684836111 11
19 scan user4782239706702012629 48
16 scan user550823579393446259 58
14 scan user2716907236180241733 57
19 scan user4293602183515299736 30
16 scan user8956384896600773346 1
21 scan user2481829677436446329 31
15 scan user7937940921220693143 39
16 scan user5609707483556036192 86
18 scan user3642199094482780376 77
20 scan user924139380203811314 76
19 scan user8317817593463206621 14
21 put user1537838533912847731
19 scan user3642199094482780376 1
21 scan user4508052470771959363 67
19 scan user6362925855422056484 59
20 scan user5723349324395962686 70
19 scan user4322185822828415270 69
14 scan user7093153838326092973 34
19 scan user6458232127980700060 67
14 scan user8830717726579448417 89
20 scan user5684720275924658245 82
19 scan user1977580892780466119 7
19 scan user198274033490871837 64
20 scan user2474903653368616856 4
14 scan user3548195733529179308 9
20 scan user6741154007466715414 6
20 scan user5250337144195961083 57
21 scan user8944302307267666356 27
19 scan user7341433907427276263 55
21 scan user1270330716547881022 15
21 scan user1499517377925515785 41
20 scan user2494436902644613496 68
19 scan user7946318266138158492 19
21 scan user9119936592173746455 81
19 scan user4365526952132129151 49
20 scan user5788319099078155106 38
16 scan user6262001932926050980 20
20 scan user1605351260184055890 38
19 scan user1055428090861169007 68
16 scan user4300333399706669811 42
21 scan user2293715333447156133 2
21 put user354482691203043356
20 scan user4080821532326117868 27
21 scan user9086861578717822638 50
16 scan user4152073255823293738 57
20 scan user6404569058373391573 86
19 scan user7533813456344348548 49
21 scan user8071101929819172304 17
16 scan user8517736559944294095 24
21 put user4268231469857187723
21 scan user7611348084432363129 35
19 scan user2136116578335570768 25
16 scan user2292490181812546451 7
19 scan user7397142011206687144 60
16 scan user2774427850146456065 28
20 scan user6340569296243975119 75
21 scan user450680324099182360 1
21 put user2850981540630844606
16 scan user685904720260816931 90
21 scan user1004293084493512710 67
19 scan user2781322512875718742 52
20 scan user4671798974221391870 100
21 scan user4855476812747823064 75
19 scan user4779004845532380824 74
16 scan user4141102733517283333 60
19 scan user3997205225825004272 51
20 scan user3642199094482780376 34
21 scan user6356420808445712603 53
16 scan user6371519943730609515 5
20 scan user5186818010781498050 89
16 scan user3118758705845102091 49
19 scan user8494845939067214041 10
19 scan user8945479488443655807 33
21 scan user76473162951321877 24
16 scan user7724902739477918285 71
