28 put user2382277743992889674
21 scan user7397142011206687144 41
14 scan user5411768437098158246 9
28 scan user5609707483556036192 32
20 scan user8181485402148084508 69
14 scan user2136116578335570768 83
28 scan user2112332205649236012 57
14 scan user3342442373719642224 77
20 scan user5852070756477917082 60
28 scan user8933055253816250252 31
26 scan user8011601395829748444 34
20 put user1237654608537964325
28 scan user6427112571430748025 89
20 scan user512567537555007179 90
26 scan user6811822263110368351 74
14 scan user1598993050625551176 1
14 scan user6607522615622226417 42
14 scan user5985698185023892604 52
28 scan user2162460375600124510 12
20 scan user8309223505154653590 2
28 scan user6427567301332559687 34
20 scan user1187834331071048322 94
28 scan user7054044161139835111 16
28 scan user8961857208347207669 70
20 put user8356867619025996654
20 scan user4322185822828415270 3
20 scan user659999944903706229 6
20 scan user4502919412848064331 31
20 scan user2792432018602384003 14
20 put user3662318203084059223
20 scan user5969959757429668217 50
20 scan user3264932208748865389 50
20 scan user7956666105254894857 42
20 scan user482077847490444107 79
20 scan user2578702746923998152 78
20 put user1769996977968168136
20 scan user608312832021093795 68
20 scan user6965967841834480028 63
20 scan user997297154452434722 59
20 scan user3295334713019057123 67
20 scan user8819071767682025193 51
19 put user4030840199793068537
20 scan user5868621212612449870 73
19 scan user5026619723511094880 2
19 scan user2136116578335570768 20
19 scan user3453971665885977083 5
19 scan user5609707483556036192 33
19 scan user7874953458033469525 33
20 scan user6417075016269743429 89
19 scan user7148301981593363406 34
19 scan user8494845939067214041 45
20 scan user2136116578335570768 74
18 scan user4196784938483552455 61
29 scan user6619694782221464019 43
15 scan user528744987056674606 17
15 scan user6914159790347170186 35
29 scan user7548860794002961942 28
18 scan user6903107544772213480 43
15 scan user3914814070958500358 5
29 scan user1013230389923118507 40
15 scan user3732311022136299341 15
15 put user4782881390483099378
18 scan user8034371078102131090 67
15 scan user9137914861816532634 41
29 scan user4322185822828415270 97
15 scan user7576203573687099172 61
29 scan user1651214225207162299 5
18 scan user7397142011206687144 78
29 scan user6379419051404880717 54
29 scan user6004909460298472776 39
15 scan user2829210840778045448 6
18 scan user5609707483556036192 44
20 scan user6821081542541390616 58
18 scan user3827400551303855235 22
29 scan user3642199094482780376 98
18 scan user3918719585776026434 43
20 scan user7916704283066892674 20
20 scan user6556173257335241712 96
18 scan user5609707483556036192 8
29 scan user2842079559838319080 77
18 scan user7847269033055033730 59
18 scan user8723591187065646490 29
29 put user3118758705845102091
20 scan user7207655678164948099 4
23 scan user4470551197322120129 5
20 scan user3642199094482780376 87
18 scan user4473896751627505757 57
23 scan user5507074709656801822 92
20 scan user8667027047585820452 9
20 scan user1288755862095294552 59
18 scan user4932763199975332979 65
23 scan user2136116578335570768 33
20 scan user627490354485347897 66
23 scan user6186957779218862131 80
20 scan user3642199094482780376 43
20 scan user1341697916124329263 37
29 scan user3118278077130148670 87
15 scan user8757365144454365611 90
20 scan user372618052613449388 42
20 scan user7758763882661008744 66
29 scan user2136116578335570768 62
15 scan user6117791070224374387 72
29 scan user3151542435937106848 66
20 scan user5772612032822497515 69
15 scan user198387118098384934 3
29 scan user8590555080370378212 6
15 scan user5609707483556036192 32
29 scan user417444255577125215 29
20 scan user8215112522118964462 74
15 scan user6178272541817424287 30
29 scan user8220027264825017611 46
15 scan user6093432655508455210 11
15 scan user7648883110692528433 15
20 scan user97205665048786440 46
15 scan user4356793880402921264 15
29 scan user5691566968195300691 38
15 scan user8194348658682933103 4
15 scan user6604400839060107709 55
20 put user5333314158387747204
29 scan user759696324293342777 51
20 scan user8648683625307353223 98
15 put user3072470936562846803
15 scan user2529970073366940988 66
29 scan user4764821397571366898 40
29 scan user8263334641318405422 23
20 scan user3567952760548442868 49
19 scan user2948475794080758907 29
29 scan user1770556938480308584 52
19 put user1896754143371111178
20 scan user2832147235287643270 26
19 scan user2264797902836926345 33
20 scan user3956562504520164233 64
28 scan user4801335505897320430 90
14 scan user6156954180394677517 65
19 scan user7989489050682650721 59
20 scan user1639433110056747506 37
14 scan user6774426220270857903 25
19 scan user848535265984482017 78
28 scan user1336557004203249920 5
20 scan user2843120149065412949 11
28 scan user5180126009925879082 35
14 scan user4322185822828415270 5
26 scan user3019588534157279921 28
28 scan user993492906946723957 92
19 scan user5046907741175691366 79
28 scan user6811596093895342157 5
28 scan user4322185822828415270 39
28 put user8483624784428939696
19 scan user6429604481507477770 46
19 scan user5794569686554571760 73
19 scan user6934709301863873137 18
19 scan user809524455757443091 42
19 scan user7058877180576941959 97
19 scan user4171801312975749776 31
19 scan user6317036991585808316 83
19 scan user3630134549965630834 14
19 put user6049370510626467553
19 scan user8230185758590719615 56
26 scan user7397142011206687144 32
26 scan user7548966024613290728 57
19 scan user6130497298522610678 50
26 scan user5101049048026194000 26
19 scan user361565807038492682 42
26 scan user7724576802177988342 83
19 scan user4322185822828415270 69
19 put user7032507484499246458
19 scan user8072553250668808180 6
26 scan user4276404581074255162 26
19 scan user5609707483556036192 79
26 scan user5361201245239826708 75
19 scan user1033875706226211732 53
26 scan user3784198405420796210 4
19 scan user5101049048026194000 31
26 scan user3381431112301202678 69
19 scan user3552014062552334046 3
19 scan user4919105959716133431 25
19 scan user2136116578335570768 47
26 scan user8329989760062444223 82
19 put user2429096512801314989
19 scan user4741834971907896570 98
26 put user1622078479379090628
26 scan user1727152130723605850 87
19 scan user2958521203238947814 74
26 scan user6775877541120493779 54
19 scan user994586929157863094 27
19 put user2291670299275053739
26 scan user8139092893333574610 49
21 put user7351844469221146220
21 scan user3933236825034154614 26
17 scan user1887802756424061408 85
16 scan user9125069650097641487 32
26 scan user8132613745170372488 94
21 scan user6604400839060107709 28
21 put user7675705145200276322
16 scan user7022064605590954444 33
24 scan user6178272541817424287 74
16 scan user5538368574264488984 42
26 scan user1704153887764437736 28
17 scan user6896111614731135492 82
24 scan user7170876855989286654 10
26 scan user5910572308047757454 83
16 scan user5038339551680280094 24
24 scan user7719104490431554019 14
24 scan user714262190358906271 63
16 scan user8940767407611246367 61
17 scan user8665234081441886011 2
17 scan user5609707483556036192 20
17 scan user1553884853991044613 63
26 scan user2621037039810944234 54
24 scan user4057118882908729413 19
16 scan user5969959757429668217 26
24 scan user8764005347683701061 64
16 scan user5008302200045769410 1
16 scan user5667725335357257380 91
17 scan user5564265495624415375 53
24 scan user2640913506207993640 81
17 scan user174789699291325265 84
16 scan user8110177854195104096 96
24 scan user7092591486342193251 91
17 scan user2870778675230706985 89
16 scan user5633926914851300513 61
24 scan user8074668190814159089 86
17 scan user5977689956040621780 69
16 scan user2161122139358001731 97
17 scan user8192676631143696070 75
24 scan user6422208074193638461 77
16 scan user1852414031647813809 82
17 scan user2439401843984856160 79
24 scan user6950479090796664320 11
24 scan user1079430778765345646 23
24 scan user5091928752015826591 90
16 scan user5191956531230818119 100
17 scan user2136116578335570768 42
17 scan user9149411591824357417 97
24 scan user5609707483556036192 42
16 scan user5910125432143130103 11
24 scan user2413502531153170495 54
16 scan user1237394686512612061 62
17 scan user7428845035610162112 83
24 scan user2547362483684444960 17
16 scan user7599175917833125527 89
24 scan user2011936882326804160 62
17 scan user1123305969768058216 32
24 scan user5496608323407127323 74
17 scan user5343864659378127278 90
16 scan user3975912763215399261 68
24 scan user7125524445323796449 81
16 scan user8853382178241502277 29
17 scan user7950865464736771317 83
16 scan user5998869334042713694 75
24 scan user5960027432878992407 23
17 scan user4182745936468618422 83
24 scan user7132587061340521504 91
16 scan user8763445387171560613 59
16 put user5810502922025255545
16 scan user7202361565174919739 11
17 scan user719703140766773798 32
24 scan user7593288091520630649 29
17 scan user1165275110019323248 71
24 scan user2052440620210989343 54
17 scan user3843619607613033043 91
24 scan user6031027088348000324 2
24 scan user1341697916124329263 10
24 scan user5665076333512907782 62
24 scan user4848666264759265962 60
17 scan user2451800179799119956 64
24 scan user6423772479650787434 79
17 scan user8271719840233055082 25
17 put user4184168287451446776
17 put user6445011509276347177
17 scan user5394610049992864779 8
25 scan user2470890516469002720 61
27 scan user7355639290902918473 42
17 scan user8030207140486164312 13
22 scan user2002564518288268798 87
16 scan user6124131234966921653 19
26 scan user7649889947109296232 70
16 scan user3865472030734778502 35
21 scan user5496608323407127323 52
27 put user1253556482670081314
27 put user8208047514630480133
19 scan user2598932548661030822 50
27 scan user9011653978472741187 34
28 scan user627321445422030258 19
14 put user6591303559313048609
14 scan user8150365845598132473 58
27 scan user4899798879655162985 8
28 scan user5591836835995338073 42
27 scan user6686925514821841442 51
19 scan user2136116578335570768 100
28 scan user2346744573270562182 93
14 scan user3926570722991677405 30
27 scan user8026918846332487239 2
27 put user4156872522450074516
27 put user7839525517921470819
14 scan user505497067541097813 37
27 scan user7449498205910439648 43
19 scan user1830165094551820504 9
19 scan user1457180693566810429 54
14 scan user8340253484438475013 85
28 scan user6178272541817424287 59
28 put user720312507433438490
19 scan user7171857793592912694 78
28 put user5414861923375375921
28 scan user5233594271656728171 63
14 scan user550150534273792714 25
14 scan user543679240107774903 91
19 scan user6922709871495616461 73
22 put user7307183148491267008
22 scan user4223185995899814752 18
22 scan user7223346135300552255 38
21 scan user4633900231021449529 5
14 scan user1468266691952093205 84
21 scan user731346708192437748 49
22 scan user7575004320865631249 79
21 scan user566002046475530198 78
25 scan user6282907171254496469 76
14 put user7225812146564140241
22 scan user6680841444936983153 7
14 scan user1968595753023090279 45
22 scan user2136116578335570768 66
21 scan user638121622968819011 38
22 scan user6222481524117251111 13
20 scan user1088251036288924871 48
29 scan user6251958915239621347 26
16 scan user7135122978577358005 61
22 scan user2540071306980934437 33
29 scan user1431428218152963931 18
16 scan user9029485410697688199 57
19 scan user3275011370717380366 1
19 scan user119341517537266648 46
22 scan user4322185822828415270 81
29 scan user5580679359810052581 11
29 scan user4322185822828415270 69
16 scan user6821081542541390616 84
19 scan user4933402492284660454 49
29 scan user7785975532921675429 48
22 scan user6789491602745428745 6
21 scan user2136116578335570768 71
22 scan user8978602472358199855 29
21 scan user5247104674498088552 52
29 scan user2136116578335570768 28
22 scan user4127479246068409855 78
29 scan user3642199094482780376 75
21 scan user3392709527091185578 42
22 scan user2253745657261969639 39
29 scan user9133220825800080642 2
29 scan user320180134640750583 45
22 scan user8526890608764987574 67
19 scan user3452964829469209284 63
29 put user1252654876863642301
29 put user8742016332613060020
29 scan user8312350744242197335 93
22 scan user3398484268796167359 25
19 scan user4775174699213528300 34
22 scan user8009248469173673555 62
19 scan user9014855086832046922 37
19 scan user224139593512231432 57
29 scan user5609707483556036192 45
22 scan user1858099196086664978 90
29 scan user75101173898873028 97
19 scan user6289021166782017541 56
22 scan user1988720324149794163 35
19 scan user6906685623062898051 75
22 scan user4656725737749636717 75
15 scan user8861577361104048188 97
23 scan user7234398380875508961 76
18 scan user5609707483556036192 93
18 scan user3979453125397244287 72
23 scan user1479342444868432396 74
15 scan user6509732286984037407 30
15 scan user2078931254893382252 78
18 scan user6454018720679201489 93
23 put user4828267553958915653
23 scan user4629635026093667440 18
23 scan user3577327516058737504 26
29 scan user1352269532984332548 52
18 scan user3860591040839051423 58
23 scan user4436639692208650165 36
29 scan user3986405048278215519 45
18 scan user2144710666644123799 4
18 scan user219566496100476848 60
29 scan user6355221555624244680 58
18 scan user3795137566388239819 71
22 scan user39855395841793760 98
29 scan user8227397773325715161 66
22 scan user491801282647216546 15
21 scan user7820812151182966891 96
16 put user4294298735976335766
22 scan user4334602203458636514 100
16 scan user6942995497688453673 24
29 scan user6346319574831719154 21
29 scan user5101049048026194000 73
16 put user6499263509262603634
16 put user4634061286087582857
16 put user5360609923389119464
16 put user7621453145214019865
16 scan user5834991701169810642 90
29 scan user7978696727133046279 70
22 scan user4322185822828415270 55
21 scan user7885227427878443900 3
21 scan user8078133184497330563 17
22 scan user9057648072919318141 5
22 scan user5637504993141985084 2
21 scan user6870762836587651763 64
22 scan user1071613394360020745 7
16 scan user4394102737448060374 79
22 scan user410574055965100284 50
29 scan user6800962433940111769 69
21 scan user2136116578335570768 19
22 scan user3328018675026158131 88
21 scan user7950867856208530591 24
16 scan user141446008687180060 59
29 scan user4999076673425073215 100
21 scan user6464064129837390396 19
21 scan user994586929157863094 49
16 scan user5603002166177807876 43
17 scan user518421611057175987 88
21 scan user462405614793792611 68
29 scan user4322185822828415270 37
16 scan user5016266421868933478 87
29 scan user8988763357595661133 18
29 scan user7501776640643759326 92
21 scan user1341697916124329263 1
21 scan user2368509810597936303 54
17 put user3513498098688542702
17 scan user474464696785517116 92
16 scan user9053931011207978714 35
29 scan user6604400839060107709 46
16 scan user191681800720156618 4
16 scan user9181561492132459736 64
29 scan user2136116578335570768 47
17 scan user2681544410217135893 4
17 scan user515321770009685563 44
29 scan user4432366633283683765 34
16 scan user2145488942374106130 74
17 scan user4745427131716025114 52
17 scan user4670156808793810071 81
16 scan user2347556601810870583 41
16 scan user3670657831892685027 6
17 scan user6613888679177915442 68
16 scan user2521679914243846977 35
16 scan user5140124972402125792 67
17 scan user5658710269957218757 6
17 scan user2136116578335570768 38
17 scan user8190097535272594987 79
16 scan user8363817150435208612 12
16 scan user4510210589551574854 45
17 scan user7929128517694298229 48
25 scan user5367672539405844519 10
14 scan user3281937394785209839 71
28 scan user4188131062420681407 45
27 scan user1675238848625967222 30
24 scan user3414677426292203408 47
27 scan user466752542990521001 41
28 scan user4640792502278952932 10
28 scan user4035608105081282519 84
24 scan user6103259749448802234 95
14 put user2325839334942116693
27 scan user5943941897465044418 51
16 scan user1341697916124329263 70
25 scan user169690394177756303 16
27 scan user2277756199163330589 60
28 scan user4322185822828415270 96
24 scan user5609707483556036192 72
24 scan user5609707483556036192 93
16 scan user7771243941744218841 9
27 scan user6767613280810541527 23
16 scan user7592501961793464007 27
27 scan user7598762794738824246 46
17 scan user61991248330273968 25
16 put user1725335657238288924
16 scan user4809703424990847267 52
17 scan user4961338985291264202 27
24 scan user1886569750792267415 89
17 scan user1862906316710630067 99
27 scan user3474511751578741522 82
16 scan user5317439138844627235 83
24 scan user1549116948702830631 19
17 scan user2635441194461559317 73
27 scan user174789699291325265 28
16 put user1957317338233107379
16 scan user5822033404843406398 92
21 scan user5083743823503061366 24
27 scan user6932277043410611221 32
21 scan user3782860169178673431 23
17 scan user8257870183569155410 25
27 scan user6700400593026121552 38
21 scan user6669709867564839420 88
17 scan user4289442209197846433 43
27 put user5161895672254924950
27 scan user97205665048786440 85
17 scan user7813213081995483873 94
21 scan user1341697916124329263 77
27 scan user4799737347629845387 22
17 scan user3685288155758326304 87
27 scan user4950820801415306185 75
26 put user467346256312987519
26 scan user7955975015319283864 77
17 scan user8794955995170335457 12
27 scan user7064878091496949934 88
17 scan user5161361610555926261 79
26 scan user6011601461154091744 74
27 scan user1466139934511044510 24
17 scan user3282463602487024217 4
17 scan user2744209899402943043 6
22 scan user5291678809433596426 2
19 scan user7022064605590954444 32
27 scan user2136116578335570768 52
18 scan user5175018850815125809 75
23 scan user9133341764404778050 69
27 scan user2127258604703151998 67
18 scan user3058299305897530663 66
23 scan user8161418091173089179 89
27 scan user550150534273792714 23
27 scan user6340043088542160741 11
27 scan user7687033921920638727 96
18 scan user8995689381663490606 4
18 scan user7774591887521363743 28
23 put user5338723747457047935
23 put user1587909443712027674
18 scan user2926397201743987254 40
23 put user4629553302824721139
23 scan user4091313817388934126 63
18 scan user4322185822828415270 14
27 scan user7373162830643892990 85
18 scan user6141434068018295013 65
23 scan user5658710269957218757 37
15 scan user7902750967619418417 56
23 scan user3859219051786602574 95
18 scan user1303821244569865394 89
15 scan user6217908426705496527 76
23 scan user4288882248685705985 26
23 scan user564884516923008576 48
15 scan user7602215971126297934 65
19 scan user5768565143112557309 32
23 put user3822519561408128156
23 scan user4322185822828415270 68
15 scan user3012549425481937351 17
19 scan user752184440900231097 88
23 scan user8229707521347525468 52
23 scan user428575832949268948 89
27 scan user6614309656269401034 70
19 put user7736268340062272523
19 put user617055329574240194
19 scan user4322185822828415270 74
27 scan user4747893142979613100 11
23 scan user5101049048026194000 43
27 scan user6123879166938753700 81
19 scan user3346878879182501226 5
19 scan user1403599347228448243 50
23 scan user5408303443414986772 84
19 scan user2554918374237663396 29
27 scan user5388885670218262503 88
19 scan user3642199094482780376 75
23 scan user3151542435937106848 48
23 scan user3640853004243473286 4
23 scan user3497289287848308479 88
19 scan user3376605946861280141 3
19 scan user4801248320102949092 58
23 scan user6103259749448802234 35
21 scan user8887877151208495174 26
16 scan user5459551534390156166 66
24 scan user3754836490377698345 9
23 scan user5943890728323796 100
24 scan user7572637312692112387 97
16 scan user2711913161677001557 19
23 scan user9103078243555241172 90
16 scan user5830331417963684720 59
24 scan user4321504923711577414 45
24 scan user255094204297379303 65
16 put user1248146893600780583
23 scan user7367104659572176460 32
16 scan user1199212513945934971 15
23 scan user264918906765967053 29
16 scan user6729623524648564561 88
24 scan user9169278632397468311 38
23 scan user1790781277691916217 25
24 scan user9067693482077507048 87
23 scan user3522261096060413372 58
16 scan user7235484549089463787 17
16 scan user4119111326974883018 11
23 put user7203925970632068712
24 scan user5101049048026194000 2
16 scan user8565319386834407580 18
23 scan user3376826653550881298 77
24 scan user4670049186711722011 60
16 scan user3825528253362733767 35
24 scan user9089132782104951226 96
16 scan user593547488033311137 99
23 scan user719143180254633350 7
23 scan user5609707483556036192 32
23 scan user5800717434892418902 16
23 scan user4410043826915928470 66
16 scan user2136116578335570768 89
26 scan user5658710269957218757 1
28 scan user3710853677292897715 39
21 scan user2686047601655641962 97
16 scan user5168059073936970266 61
28 scan user1275011436041723666 14
28 scan user4745621939592484512 28
28 scan user9027166236851939380 17
16 scan user2372975285927602827 90
28 scan user3642199094482780376 19
28 scan user8191969833213716455 9
28 scan user1291512486021732210 92
16 scan user994586929157863094 64
28 scan user7714336585143340037 30
16 scan user1797843893708641272 21
28 scan user7021034261832804160 85
16 scan user5854850887745737225 86
25 scan user3330385683199676993 41
22 put user1424974968802903568
22 scan user307894883433999884 48
25 scan user6103593540745916488 66
25 put user4943082748807168311
23 put user2368710080999820738
14 scan user4322185822828415270 84
23 scan user7468701627187835509 4
23 scan user4021207913729180911 68
14 scan user5003729102634014826 83
23 scan user5196863419939686957 72
14 scan user5636274378981950365 25
23 scan user4322185822828415270 87
14 scan user132065790651460387 84
23 scan user2136116578335570768 64
23 scan user4903002379486227994 2
23 put user1149397699004444005
14 scan user3642199094482780376 93
23 scan user2136116578335570768 19
23 scan user1120986795922309397 96
14 scan user1343596112878592490 47
14 scan user7368784541108597804 35
23 scan user6784697798644073004 33
14 scan user1753277612770317709 61
23 scan user7024487438220277848 58
14 scan user8726748288264845469 79
23 scan user6311125657931930953 23
22 scan user5981458878909252274 32
29 scan user4838166125699265393 94
25 scan user1720007791437934494 94
22 scan user9076595462870032574 7
16 scan user1725952877902137927 90
22 scan user8234280618759280052 6
22 scan user3551096803401696859 79
29 scan user1513228051168760601 100
28 scan user7734169872906124861 63
21 scan user7329855454150505179 63
26 scan user410574055965100284 31
14 scan user423103521202834625 21
14 scan user7774397079644904345 82
26 scan user6918216105881048904 35
21 scan user368736045137305797 8
26 put user3041718924120335092
26 scan user5586256902166815690 62
24 scan user2243700248103780732 83
19 scan user1758076879397098487 64
27 scan user8638225093054863035 24
27 scan user5947295305767614357 85
15 scan user72599009472362597 64
18 scan user8091860330729778626 35
19 scan user2127258604703151998 74
18 scan user4322185822828415270 95
19 scan user8494845939067214041 33
15 scan user700114067034972616 43
19 scan user7967805536624222901 18
18 scan user5101049048026194000 37
15 scan user2136116578335570768 35
19 scan user4381378464333866635 27
18 scan user8824238578416246295 56
15 scan user623729285613901714 44
19 scan user7174280626222236098 89
18 scan user5003063911511545592 41
15 scan user5377044903444379881 38
18 scan user7324015598296630532 80
15 scan user8533508740348844552 71
19 scan user8236551822146408640 13
19 scan user962323944242247678 5
19 scan user5756760520620760031 51
18 scan user461822146940269678 24
15 scan user8855797156873641370 36
18 scan user2136116578335570768 10
18 scan user1797843893708641272 27
21 scan user1896363091922288369 17
15 scan user8394849521190789309 39
18 scan user550150534273792714 17
21 scan user2238900981476999954 81
18 scan user6178272541817424287 31
15 scan user1809324970372267881 72
18 scan user2136116578335570768 46
18 scan user5025363210537918402 45
21 scan user2687545321137143868 61
15 scan user6604400839060107709 37
21 scan user6768733201834822423 24
18 scan user5003397702808659846 12
18 scan user4435462511032660714 1
18 scan user2127258604703151998 47
15 scan user1974572200825860508 45
18 scan user1678143881796998248 21
18 scan user4567529497420000738 83
15 scan user5080314154456970163 81
28 scan user606865474469971394 14
28 scan user2727317797974111690 13
28 scan user5871465022333258866 45
18 scan user4524723865511189559 42
15 scan user4091313817388934126 56
28 scan user4868121754064829776 55
18 scan user5469263152251230819 28
15 scan user1950091275678489722 67
18 scan user907281031585306031 60
28 scan user4322185822828415270 1
28 scan user3839572717903092837 64
18 scan user1541082820906418048 72
15 scan user8857556370207249741 62
28 scan user3306865195837207976 71
15 scan user5821815089625564515 41
28 scan user3732311022136299341 76
29 scan user6103259749448802234 1
29 scan user7687033921920638727 45
15 scan user325313192564645615 41
29 scan user2136116578335570768 14
29 scan user5179445110809041226 99
28 scan user5931248985689417475 14
28 scan user594028116748264558 69
27 scan user8638225093054863035 13
27 scan user2136116578335570768 38
28 scan user2435974566410524231 58
27 scan user4920785841252554775 7
27 scan user4322185822828415270 82
29 scan user8082966203934437411 77
27 scan user1732650341283181932 76
28 scan user6508977518595437561 35
29 put user780875702295434691
27 scan user1257293088424289751 69
26 put user4299708325045636497
24 scan user9172302212701437471 93
27 scan user8630512939259866920 45
22 put user248533332865230880
24 scan user8512516316226027725 51
24 scan user4195470209582812161 37
24 put user4162282111519375247
18 scan user2400142929028162756 68
18 scan user4613328783990118294 27
18 scan user9043464624958304215 35
18 scan user2136116578335570768 93
18 scan user2800891086788795653 95
18 scan user6603275455510401776 35
18 scan user5985666823685325808 51
18 scan user4322185822828415270 64
18 scan user5981897900816695314 99
18 scan user5744002494696240222 100
18 scan user3985033059225766670 9
18 scan user7547175449941115561 88
24 scan user939099532068053370 57
24 scan user2301636376636055619 28
24 scan user4322185822828415270 63
24 scan user2289589111940028900 21
24 scan user5514949354213835278 94
24 scan user2136116578335570768 17
24 scan user7637497073820457473 73
24 scan user5184583631258361295 6
24 scan user3822154408772447106 53
24 scan user4322185822828415270 38
24 scan user1070046597431112498 25
24 scan user3791898741920094539 3
24 scan user7995968198845852843 67
24 scan user8664795059534442971 4
24 scan user4805212050848038984 68
24 scan user7737219352023235780 76
18 scan user1051714992448343055 59
24 scan user3078749814324164490 64
18 put user2764351079649700362
24 scan user8085607351781602698 50
18 scan user2136116578335570768 29
24 scan user1831316376914668196 85
18 scan user1555790904742492151 16
18 scan user109262355568751671 5
18 scan user2235435987793828480 49
24 scan user3670657831892685027 23
24 scan user8622957048706648484 73
24 put user5805994938762393827
24 scan user192686245665165143 86
24 scan user9066581415050410463 96
24 scan user4750534290826778387 77
24 scan user1874179268975187930 39
24 scan user2034827503203884214 88
24 scan user7412020439801982899 95
24 scan user9171410852363942043 37
24 scan user5175797126545108140 67
24 scan user6178272541817424287 94
24 scan user1456433779175394894 95
24 scan user1869937571388788326 62
16 scan user4061391941833695813 47
24 scan user5101049048026194000 45
24 scan user3727485856696376804 25
16 scan user1653329165352513208 83
24 scan user3986405048278215519 29
24 scan user8879473907477888066 96
16 scan user8853382178241502277 6
16 scan user4322185822828415270 21
16 scan user6163320243950366542 68
24 scan user1934126678869239141 40
16 scan user3424949004665418509 43
24 scan user5616703413597114180 96
16 scan user3094748163943741141 1
16 scan user994586929157863094 55
24 scan user423442775025373916 10
24 scan user8078693145009471011 92
18 scan user3038869715405108608 85
24 scan user2540105059791260507 4
24 scan user92650612452989304 98
18 scan user4924352102247541560 36
18 scan user2136116578335570768 97
24 scan user3595865746213664131 98
26 scan user2743503101472963428 54
18 scan user2136116578335570768 14
18 scan user3073396049710668301 52
26 scan user4151148142675472240 12
17 scan user5496608323407127323 46
18 scan user3995525344288582928 6
14 scan user1040102786361245901 56
20 scan user2136116578335570768 27
22 scan user5992511124484208980 5
29 scan user8744618935825543588 26
20 scan user3097766281722285264 69
22 put user2646077925470455468
22 scan user647275671789512490 4
29 scan user7965712531993500276 2
22 scan user3642199094482780376 92
25 scan user7225470501269841676 1
14 scan user8881006951596470243 2
14 scan user8048098224334579153 76
25 scan user4338849363570461155 61
20 scan user2136116578335570768 26
20 scan user5101049048026194000 39
20 scan user287917149725135167 32
25 scan user1959280649136263472 37
14 scan user8549686189850511979 5
22 scan user2094774913097935425 40
14 scan user3661845428366290113 8
20 scan user9002720636341648865 68
14 scan user26118823785407185 50
25 scan user2390614301747849715 68
22 scan user8366938926997327320 17
22 scan user7954912354446711523 54
14 scan user1435107563755463813 15
20 scan user7094492074568215752 34
14 scan user6222229456089083158 91
25 scan user669380162939425902 20
20 scan user6509398495686923153 19
22 scan user1545411704287188990 38
25 put user6559826704124599835
20 scan user2727317797974111690 33
25 scan user1789226298058705756 51
22 scan user824750893298147261 73
20 scan user3806862857082850070 84
14 put user5384109910932864210
14 scan user567235052107324191 93
25 scan user607091643684997588 88
22 scan user5469962096184026123 23
22 scan user3926310800966325141 53
20 scan user5720116854698090155 20
20 scan user1921702444241833586 40
25 scan user5955367149672866485 9
14 scan user116327363057236000 52
25 scan user7468619903918889208 53
22 scan user6372663372096272896 84
20 scan user6968451897914025462 99
14 scan user1320119632676230229 9
25 scan user4848666264759265962 45
14 scan user5928542723693359322 9
14 scan user2100475785531155216 64
22 scan user3766553927075124285 19
25 scan user732653583095993731 61
20 scan user2825441917909414954 96
22 scan user4447545100365767704 94
14 scan user3842807579072724642 67
25 scan user494809974601822157 59
14 scan user5101049048026194000 37
20 scan user7593288091520630649 81
22 scan user9168088805399938900 77
14 scan user4322185822828415270 36
25 scan user4283669858964623926 43
14 scan user183200797019116684 41
14 scan user2516988269699154259 43
25 scan user8324262988816082673 35
20 put user8368084746834749975
20 scan user41340469501755706 19
25 scan user4322185822828415270 36
25 scan user3394471131896553223 78
20 scan user6822840755874998987 77
24 scan user2705295030093144579 46
23 scan user4955645966855228722 89
14 scan user715040466088888602 11
20 put user6027484334694396024
24 scan user4487661613968793365 32
20 scan user1873059347950907034 68
24 scan user3398402545527221058 96
20 scan user1995086387705483188 12
23 scan user2372975285927602827 2
20 put user8736606743543759289
23 scan user9097385225119205692 70
17 scan user1887550688395893455 6
24 scan user7038452570963449891 46
17 scan user5558793183877981052 21
23 scan user5937696772514052801 38
17 put user3545151716937493426
17 scan user4836494098160028360 74
24 scan user7037892610451309443 56
23 put user7824525249595792843
23 scan user7212293889725595549 28
24 scan user1341697916124329263 56
23 scan user1678143881796998248 94
17 scan user660007798900890540 23
24 scan user4933541475705315310 52
17 scan user6103259749448802234 18
17 put user627547614637056452
17 scan user460394333432016287 91
23 scan user7949940351588949819 2
22 scan user3739350130811641911 33
29 scan user5609707483556036192 74
22 scan user6373223332608413344 86
17 scan user2213557665858941262 42
29 scan user6529074691682088124 99
22 scan user6604400839060107709 37
17 scan user2254500425650569485 64
22 scan user7989042174778023370 85
29 scan user8562562762907969922 39
17 scan user1200111728280614710 51
22 put user1633295607187843949
29 put user8752508617675876278
22 scan user5173841669639136358 12
29 scan user4848666264759265962 44
17 scan user1243760750068301086 75
22 scan user1247920724385754389 51
29 scan user5101049048026194000 51
29 scan user4278755116258570777 6
17 scan user1952023225243079019 90
22 scan user5162699846798049040 24
25 scan user1620229688779351645 34
18 scan user9193733658731697338 68
23 scan user1535245356524302675 92
26 scan user3695367317726841281 33
16 scan user5601550845328172000 94
27 scan user5486423930828283560 2
28 put user6164910548220657274
15 scan user5662366108218336154 69
21 scan user130948261098938765 19
19 scan user2491063058054326835 82
28 scan user2038735409493169564 34
27 scan user2808444585870254815 52
22 scan user841527518647706243 67
29 scan user578482105558740295 11
20 scan user8312350744242197335 22
14 scan user5822033404843406398 7
